"lemma"	"id"	"def"	"pl"
"avahita"	"54213"	"plunged into ; fallen into (as into water or into a hole of the ground) ; placed into ; confined within ; attentive ; concentrated"	"X"
"avadhāray"	"159537"	"to consider ; to ascertain ; to determine accurately ; to limit ; to restrict ; to hear ; to learn ; to conceive ; to understand ; to make out ; to become acquainted with ; to reflect upon ; to think of (acc. or a phrase with iti) ; to communicate"	"X"
"vibhīṣikā"	"123066"	"the act of terrifying ; means of terrifying ; terror"	"X"
"śaktimat"	"116317"	"possessed of ability ; powerful ; mighty ; able to (inf. or loc.) ; possessing a competence ; one who has gained a fortune ; possessed of or united with his śakti (as a god) ; armed with a spear or lance"	"X"
"niṣṭhura"	"28358"	"hard ; rough ; harsh ; severe ; cruel (said of persons and things)"	"X"
"nṛśaṃsa"	"28910"	"injuring men ; mischievous ; noxious ; aggressive"	"X"
"nikṛta"	"34806"	"brought down ; humiliated ; offended ; injured ; tricked ; deceived ; low ; base ; wicked ; removed ; set aside ; dismissed"	"X"
"anādṛtya"	"10272"	"without respecting ; regardless"	"X"
"apahnava"	"21249"	"concealment ; denial of or turning off of the truth ; dissimulation ; appeasing ; satisfying ; affection ; love"	"X"
"pūrvaja"	"145645"	"an elder brother ; the eldest before ; an ancestor ; forefather ; the eldest son ; the son of the elder wife ; (pl.) the deified progenitors of mankind ; the Pitṛs living in the world of the moon"	"X"
"kimpāka"	"23411"	"not mature ; childish ; ignorant ; stupid"	"X"
"avabudh"	"159568"	"to become sensible or aware of ; to perceive ; to know"	"X"
"pathya"	"15718"	"suitable ; fit ; proper ; wholesome ; salutary (lit. and fig) ; containing elements or leading forms ; regular ; normal"	"X"
"sampracch"	"165469"	"to ask ; to question about (with two acc.) ; to inquire into the future ; to make inquiries ; to consult about ; to salute or greet one another"	"X"
"upagam"	"160364"	"to go near to ; to come towards ; to approach ; to arrive at ; to reach ; to attain ; to visit (with acc. and rarely dat.) ; to come upon ; to attack ; to press hard upon ; to occur ; to happen ; to present itself ; to undertake ; to begin ; to approach (a woman sexually) ; to enter any state or relation ; to undergo ; to obtain ; to participate in ; to make choice of ; to suffer ; to admit ; to agree to ; to allow ; to confess"	"X"
"hārdikya"	"109866"	"a patronymicon of Kṛtavarman ; friendship"	"X"
"samasta"	"29632"	"thrown or put together ; combined ; united ; whole ; all ; (in gram.) compounded ; compound ; (in phil.) inherent in or pervading the whole of anything ; abridged ; contracted"	"X"
"kṣama"	"135408"	"patient (said of the earth) ; ifc. enduring ; suffering ; bearing ; submissive ; resisting ; adequate ; competent ; able ; fit for ; favourable to (gen.) ; bearable ; tolerable ; fit ; appropriate ; suitable proper for"	"X"
"durhṛd"	"85806"	"enemy"	"X"
"tāpay"	"157749"	"to cause pain ; to trouble ; to make warm or hot ; to undergo penance"	"X"
"nanday"	"157793"	"to make glad ; to gladden"	"X"
"avaman"	"159585"	"to despise ; to treat contemptuously ; to repudiate"	"X"
"akliṣṭa"	"5375"	"untroubled ; undisturbed ; unwearied"	"X"
"śārṅgadhanvan"	"131305"	""	"X"
"bhāvitātman"	"49984"	"meditative ; devout ; holy ; a sage ; saint ; engaged in ; intent upon"	"X"
"purāṇa"	"144568"	"a thing or event of the past ; an ancient tale or legend ; old traditional history ; name of a class of sacred works (supposed to have been compiled by the poet Vyāsa and to treat of 5 topics) ; name of a work (containing an index of the contents of a number of Padma and some other wks.)"	"X"
"upāsad"	"160726"	"to sit down upon (acc.) ; to approach ; to walk along"	"X"
"samās"	"165252"	"to sit together ; to sit or assemble round (acc.) ; to sit ; to be seated ; to sit or abide in ; to hold a council ; to deliberate ; to practise ; to observe (acc.) ; to behave like (iva) ; to resemble ; to be dejected or lowspirited ; to mind ; to attend to ; to acknowledge ; to be a match for ; to cope with (acc.)"	"X"
"vimāna"	"123117"	"a car or chariot of the gods ; any mythical self-moving aerial car ; any car or vehicle (esp. a bier) ; the palace of an emperor or supreme monarch (esp. one with 7 stories) ; a temple or shrine of a particular form ; a kind of tower (?) ; a grove ; a ship ; boat ; a horse"	"X"
"jājval"	"198787"	"to burn intensively ; to shine"	"X"
"āveday"	"159942"	"to invite ; to make known ; to report ; to declare ; to announce ; to offer ; to present ; to address"	"X"
"sraṣṭṛ"	"114243"	"one who emits or discharges (water etc.) ; a maker ; author ; a creator ; the creator of the universe (applied to Brahmā)"	"X"
"viśveśa"	"139366"	"[rel.] name of Brahmā ; [rel.] name of Viṣṇu ; the Supreme spirit ; name of a man ; [rel.] name of Śiva"	"X"
"viṣvaksena"	"139508"	"name of Viṣṇu-Kṛṣṇa (or of a particular form of that deity to whom the fragments of a sacrifice are offered) ; name of Śiva ; name of an attendant of Viṣṇu ; name of a Sādhya ; name of the 14th (or 13th) Manu ; name of a Ṛṣi ; name of a king ; name of a son of Brahmadatta ; name of a son of Śambara"	"X"
"daivata"	"89981"	"relating to the gods or to a particular deity ; divine"	"X"
"viśva"	"139263"	"(in phil.) the intellectual faculty ; name of a class of gods ; name of the number thirteen ; name of various deceased men and kings ; [rel.] name of Viśvakarman (?) ; [rel.] name of Viṣṇu"	"X"
"mahādeva"	"76992"	"name of Rudra or Śiva or one of his attendant deities ; name of one of the 8 forms of Rudra or Śiva ; name of Viṣṇu ; name of various authors ; name of a mountain"	"X"
"yogīśvara"	"65181"	"name of Śiva ; [rel.] name of Viṣṇu/Kṛṣna"	"X"
"parāvara"	"16362"	"handed down from earlier to later times ; traditional ; each successive ; distant and near ; earlier and later ; all-including"	"X"
"padmagarbha"	"15922"	"the interior or calyx of a lotus ; name of Brahmā ; name of Viṣṇu ; name of Śiva ; name of the sun ; name of a lake ; name of a Buddha ; name of a Bodhisattva ; name of a Brāhman who was changed into a swan"	"X"
"viśālākṣa"	"139211"	"a screech-owl ; name of Śiva ; name of Garuḍa ; name of a son of Garuḍa ; name of a serpent-demon ; name of a son of Dhṛtarāṣṭra ; [rel.] name of Viṣṇu"	"X"
"asaṃkhyeya"	"60660"	"innumerable"	"X"
"mahābāhu"	"175541"	"name of a Dānava ; name of a son of Śūra and Bhojā ; name of a son of Dhṛtarāṣṭra ; name of Viṣṇu ; name of a king ; name of a son of Hiraṇyākṣa"	"X"
"mahoraga"	"77969"	"a great serpent (with Jainas and Buddhists a class of demons)"	"X"
"harikeśa"	"108732"	"name of one of the 7 principal rays of the sun ; name of Savitṛ ; name of Śiva ; name of a Yakṣa (who propitiated Śiva and was made by him a leader of his Gaṇas and a guardian of fields) ; name of a son of Śyāmaka"	"X"
"harivāsa"	"108888"	"Ficus Religiosa ; a yellow-flowered Eclipta prostrata ; [rel.] name of Viṣṇu"	"X"
"viśvāvāsa"	"138736"	"[rel.] name of Śiva ; [rel.] name of Viṣṇu"	"X"
"vibhāvana"	"123079"	"causing to appear ; developing ; manifesting"	"X"
"kṛtaprajña"	"3529"	"wise ; prudent"	"X"
"ajaya"	"6511"	"unconquered ; unsurpassed ; invincible"	"X"
"sphuṭa"	"113802"	"open ; opened ; expanded ; blossomed ; blown ; plain ; distinct ; manifest ; evident ; clear ; (in astron.) apparent ; real ; true ; correct ; spread ; diffused ; extensive ; wide ; broad ; extraordinary ; strange ; full of ; filled with ; possessed by (instr. or comp.) ; white"	"X"
"lokeśa"	"67067"	"name of Brahmā ; name of a Buddha ; quicksilver ; name of Viṣṇu ; [alchemy] = lokeśvara ; [rel.] = lokapāla"	"X"
"ātmayoni"	"57830"	"a name of Brahmā ; name of Śiva ; name of Viṣṇu ; name of Kāma"	"X"
"udbhāvana"	"212347"	""	"X"
"nisarga"	"28397"	"evacuation ; voiding excrement ; giving away ; granting ; bestowing ; a favour or grant ; relinquishing ; abandoning ; creation ; natural state or condition or form or character ; nature ; [alchemy] = naisargikadoṣa"	"X"
"padmanābha"	"15937"	"name of Viṣṇu (from whose navel sprang the lotus which contained Brahmā) ; name of the 11th month (reckoned from Mārgaśīrsha) ; a magical formula spoken over weapons ; name of a serpent-demon ; name of a son of Dhṛtarāṣṭra ; name of the first Arhat of the future Utsarpiṇī ; name of several authors ; the father of the medicinal author Yaśodhara"	"X"
"mahābhūta"	"77310"	"a great creature or being ; [rel.] name of Viṣṇu"	"X"
"śvāsa"	"41364"	"hissing ; snorting ; panting ; respiration ; breath ; breathing or aspiration (in the pronunciation of consonants) ; inspiration ; sighing ; a sigh ; affection of the breath ; hard breathing ; asthma (of which there are five kinds)"	"X"
"śravaṇa"	"40288"	"the ear"	"X"
"saṃskāra"	"8368"	"putting together ; forming well ; making perfect ; accomplishment ; embellishment adornment ; purification ; cleansing ; making ready ; preparation ; dressing (of food) ; refining (of metals) ; polishing (of gems) ; rearing (of animals or plants) ; cleansing the body ; toilet ; attire ; forming the mind ; training ; education ; correction (also in an astronomical sense) ; correct formation or use of a word ; correctness ; purity (esp. of pronunciation or expression) ; making sacred ; hallowing ; consecration ; a sacred or sanctifying ceremony ; the ceremony performed on a dead body ; any purificatory ceremony ; the faculty of memory ; mental impression or recollection ; impression on the mind of acts done in a former state of existence (one of the 24 qualities of the Vaiśeshikas) ; (with Buddhists) a mental conformation or creation of the mind (such as that of the external world) ; a polishing stone"	"X"
"samāhita"	"29759"	"put or held together joined assembled ; combined ; united ; joined or furnished or provided with (instr. or comp.) ; put to ; added (as fuel to fire) ; put or placed in or upon ; directed ; applied ; fixed ; imposed ; deposited ; entrusted ; delivered over ; composed ; collected ; concentrated (as the thoughts upon) ; one who has collected his thoughts or is fixed in abstract meditation ; quite devoted to or intent upon"	"X"
"arcay"	"166499"	"to venerate ; to adore ; to worship"	"X"
"parameśa"	"16481"	"the supreme lord ; Supreme Being ; name of Viṣṇu"	"X"
"pannaga"	"15892"	"a serpent ; Cerasus Puddum ; a serpent-demon ; [min.] lead"	"X"
"sarīsṛpa"	"104266"	"a creeping animal ; reptile ; snake"	"X"
"evamādi"	"39790"	"beginning with such a one ; of such qualities or kind ; such"	"X"
"duḥsvapna"	"85106"	"a bad dream"	"X"
"nirbhaya"	"34347"	"fearless ; not afraid of (comp.) ; free from danger ; secure ; tranquil"	"X"
"daiteya"	"89842"	"a son or descendant of Diti ; an Asura ; name of Rāhu"	"X"
"dhāraṇa"	"42504"	"the act of holding ; bearing ; wearing ; suffering ; enduring ; keeping in remembrance ; memory ; restraining ; keeping back i.e. pronouncing imperfectly ; (Trika:) Name der vier Halbvokale (Vāc, 310) ; a kind of opium ; Unterdr￼ckung des Entleerungsdranges"	"X"
"vijñāpay"	"163311"	"to make known ; to declare ; to report ; to communicate ; to ask or request anything ; to declare or tell that (two acc.) ; to apprise ; to teach ; to instruct ; to ask ; to beg ; to become manifest ; to appear"	"X"
"udgā"	"160217"	"to begin to sing ; to sing or chant (applied especially to the singing or chanting of the Sāmaveda) ; to sing out loud ; to announce or celebrate in song ; to sing before any one (with acc.) ; to fill with song"	"X"
"saṃkarṣaṇa"	"8817"	"name of Baladeva ; name of the father of Nīlāsura ; Balarāma ; name of Viṣṇu"	"X"
"pradyumna"	"140551"	"name of the god of love ; the pleasant ; the intellect ; name of a son of Manu and Naḍvalā ; name of a king ; name of several authors and teachers ; name of a mountain ; name of a river ; name of a son of Kṛṣṇa and Jāmbavatī / Rukmiṇī"	"X"
"ātmasambhava"	"57865"	"a son ; name of Kāma"	"X"
"aniruddha"	"10524"	"a spy ; a secret emissary (?) ; the son of Pradyumna (a form of Kāma) ; Śiva ; name of an Arhat (contemporary of Śākyamuni) ; name of a descendant of Vṛṣṇi"	"X"
"vinirmā"	"168334"	"to create ; to build ; to fix ; to appoint"	"X"
"amitavikrama"	"31806"	"a name of Viṣṇu"	"X"
"setu"	"99686"	"a bond ; fetter ; a ridge of earth ; mound ; bank ; causeway ; dike ; dam ; bridge ; any raised piece of ground separating fields (serving as a boundary or as a passage during inundations) ; a landmark ; boundary ; limit ; a help to the understanding of a text ; an explanatory commentary ; an established institution ; fixed rule ; the Praṇava or sacred syllable Om (which is said to be mantrāṇāṃ setuḥ) ; Crataeva Roxburghii ; name of a son of Druhyu and brother of Babhru ; name of a son of Babhru ; name of a place ; Tapia Crataeva"	"X"
"kautūhala"	"130338"	"curiosity ; interest in anything ; vehement desire for ; anything causing curiosity ; any unusual phenomenon ; a festival"	"X"
"bhūtātman"	"25339"	"name of Brahmā ; name of Mahāpuruṣa ; Viṣṇu ; name of Śiva ; the individual soul ; war ; conflict ; the body (opp. to kṣetra-jña)"	"X"
"paramaka"	"16488"	"highest ; best ; greatest ; extreme"	"X"
"avajñāna"	"54104"	""	"X"
"śrīvatsa"	"40666"	"name of Viṣṇu ; a particular mark or curl of hair on the breast of Viṣṇu or Kṛṣṇa (and of other divine beings) ; the emblem of the tenth Jina (or Viṣṇu's mark so used) ; a hole of a particular form made through a wall by a housebreaker ; [astron.] one of the lunar asterisms ; name of the eighth Yoga ; name of various authors"	"X"
"aṅka"	"6087"	"a hook ; part of a chariot (used in the dual) ; a curve ; the curve in the human, especially the female, figure above the hip ; the side or flank ; the body ; proximity ; place ; the bend in the arm ; any hook or crooked instrument ; a curved line ; a numerical figure ; cipher ; a figure or mark branded on an animal ; any mark ; line ; stroke ; ornament ; stigma ; a number ; the numbers one and nine ; a co-efficient ; an act of a drama ; a drama ; a military show or sham-fight ; a misdeed ; a sin"	"X"
"kaustubha"	"134068"	"name of a celebrated jewel (obtained with thirteen other precious things at the churning of the ocean and suspended on the breast of Kṛṣṇa or Viṣṇu)"	"X"
"abhayaṃkara"	"22042"	"causing safety"	"X"
"muni"	"137433"	"a female Muni ; name of a daughter of Dakṣa and wife of Kaśyapa"	"X"
"mārkaṇḍeya"	"79282"	"patr. of an ancient sage (the reputed author or narrator of the Mārkaṇḍeyapurāṇa)"	"X"
"vedapāraga"	"142458"	"a Brāhman skilled in the Veda"	"X"
"śāstṛ"	"131503"	"a chastiser ; punisher ; a ruler ; commander ; a teacher ; instructor ; name of Buddha ; a father"	"X"
"dhara"	"91886"	"a mountain ; a flock of cotton ; a frivolous or dissolute man ; a sword ; name of a Vasu ; name of a follower of the ; name of the father of Padmaprabha ; name of Śiva"	"X"
"jetṛ"	"89514"	"triumphant ; gaining ; conqueror ; victorious"	"X"
"abhyarcay"	"169347"	"to worship"	"X"
"kali"	"12621"	"name of the die or side of a die marked with one dot ; the losing die ; symbolical expression for the number 1 ; Terminalia Bellerica (the nuts of which in older times were used as dice) ; name of the last and worst of the four Yugas or ages ; the present age ; age of vice ; strife ; discord ; quarrel ; contention ; [min.] a kind of iron ; name of one of Yama's attendants ; name of Śiva"	"X"
"sātvata"	"112099"	"relating to the Satvats or the Satvatas ; belonging or sacred to Satvata or Kṛṣṇa ; containing the word satvat"	"X"
"antari"	"171146"	"to omit ; to exclude"	"X"
"puṇḍarīkākṣa"	"169361"	"name of Viṣṇu ; a kind of bird ; name of Kṛṣṇa"	"X"
"śayana"	"116774"	"the act of lying down or sleeping ; rest ; repose ; sleep ; a bed ; couch ; sleeping-place ; copulation ; sexual intercourse ; name of a Sāman"	"X"
"pūrvadeva"	"145163"	"a primaeval deity ; an Asura or demon (offspring of Kaśyapa)"	"X"
"svayamprabhu"	"119562"	"name of Brahmā"	"X"
"srota"	"114301"	""	"X"
"madhu"	"35441"	"name of the first month of the year (= Caitra) ; the season of spring ; Bassia Latifolia ; Jonesia Asoka ; liquorice ; name of Śiva ; name of two Asuras ; name of one of the 7 sages under Manu Cākṣuṣa ; name of a son of the third Manu ; name of various princes ; name of a son of Bhaṭṭanārāyaṇa ; name of a mountain ; the race of Madhu (= the Yādavas or Māthuras) ; name of a son of Madhu"	"X"
"apaciti"	"20759"	"honouring ; reverence"	"X"
"trivikrama"	"84204"	"name of a Brāhman ; name of the author of a work (called after him Traivikramī) ; name of a medical author ; = -bhaṭṭa ; name of Viṣṇu ; [alchemy] a kind of alchemical preparation ; name of a medicinal mixture called after the author Trivikrama ; name of Sūrya"	"X"
"mukhatas"	"136836"	"from or at the mouth ; by means of the mouth ; at the head ; in the front ; from before"	"X"
"amāvāsī"	"199469"	"= amāvāsyā (the night of new moon)"	"X"
"paricar"	"161685"	"to move or walk about ; to go round (acc.) ; to circumambulate ; to attend upon or to (acc) ; to serve ; to honour"	"X"
"paṭh"	"157818"	"to read or repeat aloud ; to recite ; to rehearse ; to repeat or pronounce the name of a god ; to invoke ; to read or repeat or recite to one's self ; to peruse ; to study ; to teach ; to cite ; to quote ; to mention ; to express ; to declare ; to learn from (abl.)"	"X"
"svastimat"	"121756"	"being or faring well ; happy ; fortunate ; conferring happiness ; containing the word svasti"	"X"
"yāthātathya"	"64429"	"a real state or condition ; propriety ; truth"	"X"
"sthāpayitṛ"	"102932"	"one who causes to stand ; establisher ; founder"	"X"
"dvaipāyana"	"91514"	"name of Vyāsa (author or compiler of the Vedas and Purāṇas)"	"X"
"dakṣa"	"100574"	"ability ; fitness ; mental power ; talent ; strength of will ; energy ; disposition ; evil disposition ; a particular form of temple ; a general lover ; a cock ; name of a plant ; fire ; Śiva's bull ; name of an Āditya (identified with Prajāpati) ; name of one of the Prajāpatis ; name of a son of Garuda ; name of a man with the patr. Pārvati ; a law-giver ; name of a son of Uśinara ; name of one of the 5 Kānyakubja Brāhmans from whom the Bengal Brāhmans are said to have sprung"	"X"
"aṅgiras"	"6265"	"name of a Ṛṣi ; a star in Ursa Major ; name of Agni ; descendants of Aṅgiras or of Agni (mostly personifications of luminous objects) ; the hymns of the Atharvaveda ; priests who by using the magical formulas of those hymns protect the sacrifice against the effects of inauspicious accidents. [weitere Stellen IIJ 42.1999:158 HF ; the planet Jupiter"	"X"
"jaṭhara"	"87387"	"the stomach ; belly ; abdomen ; bowels ; womb ; interior of anything ; cavity ; certain morbid affections of the bowels ; [medic.] a kind of mūtrāghāta"	"X"
"prakīrtay"	"162330"	"to announce ; to proclaim ; to declare ; to call ; to name ; to state ; to approve"	"X"
"ākhyāna"	"62002"	"telling ; communication ; the communication of a previous event (in a drama) ; a tale ; story ; legend"	"X"
"prītimat"	"153277"	"having pleasurable sensations ; pleased ; gratified ; glad ; satisfied ; having love or affection for ; affectionate ; favourable ; loving ; kind (as words)"	"X"
"visarjay"	"169287"	"[Tantrism] to dismiss (a deity during a ritual) ; to send away ; to banish"	"X"
"samprayudh"	"165525"	"to begin to fight together ; to commence a war or battle ; to fight"	"X"
"prahārin"	"155833"	"a good fighter ; champion ; hero"	"X"
"prodyam"	"163214"	"to lift up ; to raise ; to begin to"	"X"
"ajayya"	"6514"	"invincible ; improper to be won at play"	"X"
"cāru"	"51113"	"agreeable ; esteemed ; beloved ; endeared"	"X"
"parisaṃvāray"	"212348"	"to conceal ; to cover"	"X"
"anusaṃsmṛ"	"158169"	"to remember"	"X"
"ulbaṇa"	"166331"	"reich an (??) ; strong (a poison)"	"X"
"tāray"	"159513"	"to carry through or over ; to save ; to carry or lead over or across ; to cause to arrive at ; to rescue ; to liberate from (abl.)"	"X"
"saṃspṛś"	"164827"	"to touch ; to bring into contact with ; to touch water ; to sprinkle ; to wash ; to touch ; to come into contact (in astrol.) ; to reach or penetrate to ; to attain ; to come into close relation with (acc.) ; to come upon ; to visit ; to afflict ; to take out of (abl.)"	"X"
"gagana"	"128488"	"the atmosphere ; sky ; firmament ; [min.] talc ; [min.] mica"	"X"
"goṣṭha"	"125448"	"an abode for cattle ; cow-house ; cow-pen ; fold for cattle ; stable or station of animals (in general) ; meeting-place ; name of a Sāman ; Śiva ; name of an author ; [alchemy] ?"	"X"
"jātarūpa"	"88579"	"gold ; the thorn-apple"	"X"
"upadhā"	"160406"	"to place or lay upon ; to place near to ; to put on or into ; to place ; to lay ; to put ; to put to ; to yoke (horses) ; to give or make over ; to hand over (knowledge) ; to teach ; to impose ; to lay upon ; to commit ; to consign ; to place under one's self ; to lie down upon ; to place in addition ; to add ; to connect ; to communicate ; to cause to share in ; to use ; to employ ; to lie or be placed close to (in Gr.) ; to precede without the intervention of another syllable ; to cause to rest upon or depend on ; (Nahrung) zubereiten"	"X"
"samalaṃkṛ"	"170746"	"to decorate ; to adorn"	"X"
"bhūpati"	"25123"	"name of Rudra ; name of Indra ; name of Baṭukabhairava ; name of one of the Viśveḍevāḥ ; a king ; monarch ; prince ; a particular bulbous plant existing on the Himavat ; a particular Rāga ; name of a poet ; name of an author ; name of a priest of the gods ; name of a particular class of gods under Manu Raivata"	"X"
"samākṛ"	"165176"	"to scatter or pour or strew over ; to cover or fill with anything"	"X"
"kaṭuka"	"852"	"sharp ; pungent ; bitter ; fierce ; impetuous ; hot ; bad"	"X"
"pratāpay"	"162438"	"to make warm ; to heat ; to set on fire ; to irradiate ; to illuminate ; to destroy or pain with heat ; to torment ; to harass ; [alchemy]"	"X"
"paridhāv"	"162040"	"to flow or stream round or through ; to run or drive about ; to run or move round anything (with acc.) ; to run through or towards or after (with acc.)"	"X"
"ghāta"	"168103"	"stroke ; killing"	"X"
"niyuddha"	"27595"	"fighting (esp. with fists) ; pugilistic combat ; close or personal struggle"	"X"
"muṣṭi"	"137478"	"filching ; the clenched hand ; fist ; a handful ; a particular measure (= 1 Pala) ; a hilt or handle (of a sword etc.) ; a compendium ; abridgement ; the penis (?) ; stealing ; a pestle"	"X"
"jānu"	"88724"	"the knee ; (as a measure of length) = 32 Aṅgulas"	"X"
"asajjamāna"	"60672"	"not hesitating ; not adhering to"	"X"
"caṇḍa"	"161843"	"fierce ; violent ; cruel ; hot ; ardent with passion ; angry"	"X"
"saṃplāvay"	"175819"	"[alchemy]"	"X"
"kāṃdiś"	"13667"	"put to flight ; running away ; flying"	"X"
"hatacetas"	"120712"	"bereft of sense ; mad ; dispirited ; perplexed ; confounded"	"X"
"abhisaṃśliṣ"	"159099"	"to cling to each other"	"X"
"abhilī"	"158935"	"to adhere to ; to cling to (acc.)"	"X"
"samutpat"	"165294"	"to fly up together ; to spring up ; to ascend ; to rise (as the sun) ; to rush upon ; to attack ; to assail ; to burst forth ; to arise ; to appear ; to fly away ; to depart ; to disappear"	"X"
"visphūrjita"	"141155"	"the act of rumbling ; resounding ; roaring ; thundering ; breaking forth ; sudden manifestation of (comp.) ; knitting ; contraction (of the brows)"	"X"
"vyavalī"	"164594"	"to recline ; to lie or cower down"	"X"
"śīghra"	"126092"	"quick ; speedy ; swift"	"X"
"gopa"	"125469"	"a cowherd ; herdsman ; milkman (considered as a man of mixed caste) ; a protector ; guardian ; the superintendent of several villages ; head of a district ; a king ; Kṛṣṇa ; a particular class of plants ; name of a Gandharva"	"X"
"samīray"	"165270"	"to bring about ; to accomplish ; to produce ; to create ; to reanimate ; to revive ; to confer ; to bestow ; to endow with ; to cause to move ; to impel"	"X"
"āyodhana"	"59262"	"war ; battle ; battle-field ; killing ; slaughter"	"X"
"ajātaśatru"	"6539"	"name of Śiva ; name of Yudhiṣṭhira ; name of a king"	"X"
"prajavita"	"150804"	"driven on ; impelled ; urged on ; incited ; summoned by"	"X"
"nirabhra"	"34076"	"cloudless"	"X"
"pramoha"	"155451"	"bewilderment ; fainting"	"X"
"tud"	"157233"	"to push ; to strike ; to bruise ; to vex ; to pain (said of a wound)"	"X"
"akṣa"	"5380"	"an axle ; a wheel ; car ; cart ; the beam of a balance or string which holds the pivot of the beam ; a snake ; terrestrial latitude ; the collar-bone ; the temporal bone ; name of a measure (= 104 aṅgula)"	"X"
"viparikṛṣ"	"202167"	"to drag around"	"X"
"gandhahastin"	"130051"	"name of an antidote (said to be very efficacious)"	"X"
"srāva"	"114272"	"flow ; (esp.) morbid flow or issue of (comp.) ; miscarriage ; [alchemy] = śarāb ??"	"X"
"āghrā"	"159735"	"to smell anything (acc.) ; to smell at (acc.) ; to kiss ; to kiss on"	"X"
"vīta"	"141482"	"a wish ; desire ; the driving or guiding of an elephant (with a goad)"	"X"
"chad"	"156263"	"to cover ; to cover over ; to clothe ; to veil ; to spread as a cover ; to cover one's self ; to hide ; to conceal ; to keep secret ; to protect"	"X"
"sambhañj"	"165576"	"to break to pieces ; to shatter ; to shiver"	"X"
"nāga"	"33018"	"tin ; lead ; [alchemy] a kind of talc ; a kind of coitus ; name of the 3rd invariable Karaṇa ; name of the effects of that period on anything happening during it ; name of a district of Bhāratavarsha ; a kind of poison ; = nāgakesara ; [alchemy] one of the kañcukas of mercury"	"X"
"niṣpiṣ"	"161531"	"to stamp or beat (linen with stones in washing) ; to pound ; to crush ; to rub ; to grind"	"X"
"saṃchāday"	"164906"	"to cover over ; to envelop ; to conceal ; to hide ; to obscure ; to put on (as a garment)"	"X"
"nikṛ"	"161255"	"to bring down ; to humiliate ; to subdue ; to overcome"	"X"
"saṃkrandana"	"8882"	"calling or shouting or roaring ; vociferating"	"X"
"vaiyāghra"	"120335"	"coming from or belonging to a tiger ; made of or covered with a tiger's skin"	"X"
"parivāraṇa"	"19564"	"a cover ; covering ; a train ; retinue ; keeping or warding off"	"X"
"vidiś"	"47349"	"an intermediate point of the compass (as south east)"	"X"
"nīlotpala"	"28785"	"a blue lotus ; Nymphaea Cyanea"	"X"
"pradiś"	"140512"	"pointing to or out ; indication ; direction ; order ; command ; dominion ; a direction ; quarter ; region of the sky ; an intermediate point or half-quarter (as northeast)"	"X"
"siṃhāsana"	"113665"	"a king's seat ; a particular sedent posture"	"X"
"taila"	"83500"	"sesamum oil ; oil ; olibanum"	"X"
"dhāv"	"157781"	"to rinse ; to cleanse ; to wash ; to purify ; to polish ; to make bright"	"X"
"raṃhas"	"65389"	"speed ; quickness ; velocity ; eagerness ; impetuosity"	"X"
"vihan"	"164491"	"to strike apart or asunder ; to disperse ; to shatter ; to break ; to destroy ; to beat asunder ; to extend (a skin) ; to tear off ; to unbind ; to loosen (hair) ; to ward off ; to repel ; to keep back ; to withhold ; to refuse ; to hinder ; to interrupt ; to disturb ; to prevent ; to frustrate ; to annihilate ; to be frustrated or disappointed ; to exert one's self in vain"	"X"
"vṛtrahan"	"171957"	"Indra"	"X"
"cheda"	"52801"	"divisor ; denominator ; a cut ; section ; piece ; portion ; an incision ; cleft ; slit ; cutting off ; tearing off dividing (often ifc.) ; separation (of syllables or words) ; dissipating (doubt) ; interruption ; vanishing ; cessation ; deprivation ; want ; limit of (in comp.) ; smoothing (a conflict)"	"X"
"abhitāmra"	"22199"	"very red ; dark-red ; murry-coloured"	"X"
"niḥśvas"	"161232"	"to hiss (said of a serpent) ; to snort (said of an elephant) ; to breathe ; to exhale ; to sigh"	"X"
"jīvitānta"	"89407"	"end of life ; death"	"X"
"pratimuc"	"162578"	"to put (clothes etc.) on ; to fix or fasten on ; to append ; to put on one's self ; to dress one's self ; to assume (a shape or form) ; to attach or fasten to ; to inflict on ; to set at liberty ; to release ; to let go ; to send away ; to give up ; to resign ; to return ; to restore ; to pay back (as a debt) ; to fling ; to hurl"	"X"
"avihvala"	"55223"	"not disquieted ; merry ; not hesitating ; having courage"	"X"
"apatrap"	"158377"	"to be ashamed or bashful ; to turn away the face"	"X"
"saṃhāra"	"8517"	"bringing together ; collection ; accumulation ; contraction (of the organs of speech) ; drawing in (of an elephant's trunk) ; binding together (of hair) ; fetching back (an arrow after its discharge by magical means) ; abridgement ; comprehensive description ; a compendium ; manual ; destruction (esp. the periodical destruction of the universe at end of a Kalpa) ; a destroyer ; end ; conclusion (of a drama or of an act of a drama) ; a division of the infernal regions ; name of an Asura ; practice ; skill"	"X"
"gārdhra"	"123943"	"vulturine ; rapacious ; greedy (?)"	"X"
"ākarṇa"	"202645"	"(reaching) to the ear"	"X"
"vegita"	"142274"	"agitated ; rough (as the sea) ; impetuous ; hasty ; rapid ; swift ; fleet"	"X"
"vikṣar"	"163262"	"to flow away or into"	"X"
"saṃvāraṇa"	"8098"	"warding off ; keeping back"	"X"
"śiśira"	"132826"	"cold ; coolness ; hoarfrost ; dew ; the cool or dewy season"	"X"
"atiruc"	"157485"	"to shine over or along ; to surpass in shining"	"X"
